id, masv_tham so dau, masv, namsinh, gioitinh, noisinh, lopsh, khoa, hedt, khoahoc, chuyennganh2, tinhtrang, diachi_tinhtp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8291,1352,24DC3D8AXPvAibaEXe8ge2UHv4J4B18QuY8RUYi8,1995,1, Th?a ThiÍn Hu?, KTMT2013, KTMT, CQUI,8, D520214,3, Tânh Th?a ThiÍn Hu?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8292,1352,6E479E37XPvAibaEXe+1P/4gNbgreS61mE4eZb4e,1995,1, SÙng BÈ, MMTT2013, MMT&TT, CQUI,8, D480102,3, Tânh BÏnh D??ng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8293,1352,FEB67E7CXPvAibaEXe+1P/4gNbgreX5kOa5/zSG4,1994,1, NULL, KTMT2013, KTMT, CQUI,8, D520214,5, NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8294,1352,13D944E0XPvAibaEXe+1P/4gNbgreZHDR7oX7edx,1995,1, TP. Hì ChÌ Minh, MMTT2013, MMT&TT, CQUI,8, D480102,3, Th‡nh phë Hì ChÌ Minh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8295,1352,B2BC792FXPvAibaEXe+1P/4gNbgrefoTGueuT4Wa,1995,1, Thanh HÛa, KTPM0001, CNPM, CQUI,8, D480103,8, Tânh Thanh HÛa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8296,1352,EE98DE11XPvAibaEXe+1P/4gNbgrecMcGsUFy/kO,1995,1, BÏnh Thu?n, MMTT0001, MMT&TT, CQUI,8, D480102,3, Tânh BÏnh Thu?n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8297,1352,182EDDDCXPvAibaEXe+1P/4gNbgredAYJhLzP30B,1993,1, H‡ Nam Ninh, KHTN2013, KHMT, CNTN,8, D480101,3, Th‡nh phë Hì ChÌ Minh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8298,1352,F5705943XPvAibaEXe+1P/4gNbgreYZ1sK9mulny,1995,1, BÏnh ?ãnh, KTPM0001, CNPM, CQUI,8, D480103,3, Th‡nh phë Quy Nh?n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8299,1352,1662E3E1XPvAibaEXe+1P/4gNbgreUA+MXxSOODq,1995,1, NULL, MMTT2013, MMT&TT, CQUI,8, D480102,5, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8300,1352,1D5EC289XPvAibaEXe+1P/4gNbgreeJ2VIlZrW72,1995,1, L‚m ?ìng, MMTT2013, MMT&TT, CQUI,8, D480102,5, Tânh L‚m ?ìng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8301,1352,FE176735XPvAibaEXe+1P/4gNbgreQ94npTP4/sD,1995,1, TP. Hì ChÌ Minh, KHMT2013, KHMT, CQUI,8, D480101,5, Th‡nh phë Hì ChÌ Minh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8302,1352,B35C4D81XPvAibaEXe+4hxKfaQWuhMpsX+yPsJqX,1995,1, Qu?ng BÏnh, CNTT0001, KTTT, CQUI,8, D480201,8, Tânh Qu?ng BÏnh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8303,1352,58E06BD3XPvAibaEXe+4hxKfaQWuhIL+w/2UgtML,1995,1, B‡ Rãa - V?ng T‡u, MMTT2013, MMT&TT, CQUI,8, D480102,3, Huyán Ch‚u ??c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8304,1352,0A2744ACXPvAibaEXe+4hxKfaQWuhJdFGWeKvxxz,1995,1, ?ìng Nai, CNTT0001, KTTT, CQUI,8, D480201,3, Tânh ?ìng Nai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8305,1352,51E1C3E0XPvAibaEXe+4hxKfaQWuhLp2zzmiiyRe,1995,1, L‚m ?ìng, ANTT2013, MMT&TT, CQUI,8, D480299,3, Tânh L‚m ?ìng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8306,1352,BDEDD44DXPvAibaEXe+4hxKfaQWuhAQGSgtQEIOS,1995,1, TP. Hì ChÌ Minh, KTPM0001, CNPM, CQUI,8, D480103,5, Th‡nh phë Hì ChÌ Minh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8308,1352,BC40EF90XPvAibaEXe+4hxKfaQWuhCn4CgCxF0TJ,1995,1, L‚m ?ìng, MMTT0001, MMT&TT, CQUI,8, D480102,3, Huyán B?o L‚m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8309,1352,A70F6ECCXPvAibaEXe+4hxKfaQWuhGFMu3PMgcNG,1995,1, ?ìng Nai, MTCL2013, KTMT, CLC,8, D520214,5, Th‡nh phë BiÍn Ho‡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8310,1352,530FE4E9XPvAibaEXe+4hxKfaQWuhFsElpA2NjHn,1995,1, Ti?n Giang, KTPM0001, CNPM, CQUI,8, D480103,3, Tânh Ti?n Giang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8312,1352,3E756495XPvAibaEXe9P07hcrvmhCa0nLHGm6qSN,1995,1, Qu?ng Ng„i, KTPM2013, CNPM, CQUI,8, D480103,5, Tânh Qu?ng Ng„i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8313,1352,5E4374B1XPvAibaEXe9P07hcrvmhCcXTNAkNC9Wy,1995,1, BÏnh Thu?n, KTMT2013, KTMT, CQUI,8, D520214,5, Huyán ??c Linh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8314,1352,53D6B6A5XPvAibaEXe9P07hcrvmhCdWEvna10bwL,1995,1, ?ìng Th·p, HTTT0001, HTTT, CQUI,8, D480104,8, Huyán Th·p M??i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8315,1352,0D5828BAXPvAibaEXe9P07hcrvmhCf8ZveiQ5xwl,1995,1, Ph˙ YÍn, HTTT2013, HTTT, CQUI,8, D480104,5, Tânh Ph˙ YÍn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8316,1352,981C7989XPvAibaEXe9P07hcrvmhCcxHupzWlaJ2,1995,1, BÏnh Thu?n, KTPM0001, CNPM, CQUI,8, D480103,3, Tânh BÏnh Thu?n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8317,1352,F8E79C58XPvAibaEXe9P07hcrvmhCRobNyHYqD/N,1994,1, Nam ?ãnh, CNTT0001, KTTT, CQUI,8, D480201,8, Tânh ??k L?k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8318,1352,538FDEFEXPvAibaEXe9P07hcrvmhCe3unM2XvNXE,1995,1, B‡ Rãa - V?ng T‡u, KHTN2013, KHMT, CNTN,8, D480101,3, Huyán T‚n Th‡nh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8319,1352,8B7499D5XPvAibaEXe9P07hcrvmhCcn1vUPlZj5m,1995,1, ?ìng Nai, MMTT0001, MMT&TT, CQUI,8, D480102,8, Tânh ?ìng Nai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8320,1352,9D24935AXPvAibaEXe9P07hcrvmhCaK9iQTZe/LS,1995,1, Ti?n Giang, CNTT2013, KTTT, CQUI,8, D480201,5, Tânh Ti?n Giang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8322,1352,0F6FD99FXPvAibaEXe9hPQQhQOOPydGyiKRryin1,1995,1, ?ìng Nai, KTPM0001, CNPM, CQUI,8, D480103,8, Tânh BÏnh Ph?õc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8323,1352,64E9FDE3XPvAibaEXe9hPQQhQOOPyStw/R4lOHbB,1995,1, TP. Hì ChÌ Minh, KTPM2013, CNPM, CQUI,8, D480103,3, Th‡nh phë Hì ChÌ Minh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8324,1352,31344271XPvAibaEXe9hPQQhQOOPyQ/T6/YpD1bo,1995,1, ?ìng Nai, HTTT0001, HTTT, CQUI,8, D52480104,3, Tânh ?ìng Nai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8325,1352,0ECFDCE2XPvAibaEXe9hPQQhQOOPyenrlTjJyLmh,1995,0, Qu?ng Ng„i, TMƒêT2013, HTTT, CQUI,8, D52480104,3, Tânh Qu?ng Ng„i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8326,1352,83845261XPvAibaEXe9hPQQhQOOPyYvq0zhwjv2w,1995,0, ?ìng Nai, KHTN2013, KHMT, CNTN,8, D480101,3, TÏnh ?ìng Nai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8327,1352,02FA9B28XPvAibaEXe9hPQQhQOOPyX9iSjJX1yiu,1995,1, Nghá An, HTTT0001, HTTT, CQUI,8, D480104,5, Tânh Nghá An,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8328,1352,952C9BD7XPvAibaEXe9hPQQhQOOPyVKuFZF5BlyS,1995,1, Th‡nh phë Hì ChÌ Minh, CNTT0001, KTTT, CQUI,8, D480201,8, Th‡nh phë Hì ChÌ Minh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8330,1352,76CACACBXPvAibaEXe9hPQQhQOOPyV0cvrwNuPGz,1995,0, Thanh Ho·, MMTT2013, MMT&TT, CQUI,8, D480102,3, Tânh Thanh HÛa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8331,1352,F832105BXPvAibaEXe+cD1fKElqxL8dha7yinstM,1993,1, Nam ?ãnh, MMTT0001, MMT&TT, CQUI,8, D480201,8, Tânh Nam ?ãnh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8332,1352,209DFFA3XPvAibaEXe+cD1fKElqxL0w/CiUgdc4i,1995,1, TP. Hì ChÌ Minh, KHMT2013, KHMT, CQUI,8, D480101,3, Th‡nh phë Hì ChÌ Minh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8333,1352,2527BAB9XPvAibaEXe+cD1fKElqxL9jGStBoq3T8,1995,0, Qu?ng Ng„i, KTPM0001, CNPM, CQUI,8, D480103,3, Tânh Qu?ng Ng„i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8334,1352,3E437E83XPvAibaEXe+cD1fKElqxL3AMjMxrtDdl,1995,1, BÏnh ?ãnh, KTMT2013, KTMT, CQUI,8, D520214,3, Tânh BÏnh ?ãnh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8335,1352,E997D336XPvAibaEXe+cD1fKElqxL3Gg+IEXlrlL,1995,1, BÏnh Thu?n, CNTT2013, KTTT, CQUI,8, D480201,5, Huyán T·nh Linh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8336,1352,4D645550XPvAibaEXe+cD1fKElqxL9313y/YAPXl,1995,1, L‚m ?ìng, KTPM2013, CNPM, CQUI,8, D480103,3, Tânh L‚m ?ìng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8337,1352,47140B5BXPvAibaEXe+cD1fKElqxL341hodw+e7I,1995,1, H‡ T?nh, KTMT0001, KTMT, CQUI,8, D520214,8, Tânh H‡ T?nh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8338,1352,8719AFF0XPvAibaEXe+cD1fKElqxLxHCg1eAHaJE,1995,1, Qu?ng Nam, MMTT0001, MMT&TT, CQUI,8, D480201,8, Tânh Qu?ng Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8339,1352,85AB9A11XPvAibaEXe+cD1fKElqxL3rmZzDf2Nuw,1994,1, Nam ?ãnh, KHMT2013, KHMT, CQUI,8, D480101,3, Tânh Nam ?ãnh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8340,1352,A0CBAC25XPvAibaEXe/PGAaNNWvbUIg+w572qFZR,1995,1, TP. Hì ChÌ Minh, KHMT0001, KHMT, CQUI,8, D480101,3, Th‡nh phë Hì ChÌ Minh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8341,1352,D39EBBA2XPvAibaEXe/PGAaNNWvbUH5UcB2OERFM,1995,1, H‡ T?nh, MMTT2013, MMT&TT, CQUI,8, D480102,3, Tânh Gia Lai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8342,1352,479E77A5XPvAibaEXe/PGAaNNWvbUNSidEr/n3m6,1995,1, ?Ék LÉk, KHMT2013, KHMT, CQUI,8, D480101,5, Tânh ??k L?k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8343,1352,8219EA1DXPvAibaEXe/PGAaNNWvbUAwbuGIAPcg8,1995,1, ?ìng Nai, ANTT2013, MMT&TT, CQUI,8, D480201,5, Tânh BÏnh D??ng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8344,1352,5B6EEE16XPvAibaEXe/PGAaNNWvbUKB+697ALtA7,1995,1, Qu?ng BÏnh, KHTN2013, KHMT, CNTN,8, D480101,3, Tânh Qu?ng BÏnh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8345,1352,4BF55C16XPvAibaEXe/PGAaNNWvbULYXtWNJnzcF,1994,1, Qu?ng BÏnh, KHMT2013, KHMT, CQUI,8, D480101,5, Tânh L‚m ?ìng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8346,1352,D8B81312XPvAibaEXe/PGAaNNWvbUIfmRv3bR2wn,1995,1, Tp Hì ChÌ Minh, TMƒêT2013, HTTT, CQUI,8, D52480104,3, Th‡nh phë Hì ChÌ Minh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8347,1352,A0E35B97XPvAibaEXe/PGAaNNWvbUGQEBTzIPKBn,1994,1, Kh·nh Ho‡, KHMT2013, KHMT, CQUI,8, D480101,5, Tânh Kh·nh Ho‡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8348,1352,5E0FC4EBXPvAibaEXe/PGAaNNWvbUCzKilEFlh7i,1994,1, ??c NÙng, MMTT2013, MMT&TT, CQUI,8, D480102,5, Tânh ??k NÙng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8349,1352,2D110B13XPvAibaEXe+lo6eJkHWaQQMgTsF0se6I,1995,1, Qu?ng Ng„i, KHMT2013, KHMT, CQUI,8, D480101,5, Tânh BÏnh Ph?õc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8350,1352,8688239BXPvAibaEXe+lo6eJkHWaQdxLz0hNOYmX,1995,1, TP. Hì ChÌ Minh, KTPM0001, CNPM, CQUI,8, D480103,3, Th‡nh phë Hì ChÌ Minh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8351,1352,D06A6062XPvAibaEXe+lo6eJkHWaQfW61NRig7M4,1995,1, B?n Tre, CNTT2013, KTTT, CQUI,8, D480201,5, Huyán Th?nh Ph˙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8352,1352,8DD54882XPvAibaEXe+lo6eJkHWaQfUDaN2PBVrw,1995,1, TP. Hì ChÌ Minh, PMCL2013, CNPM, CLC,8, D480103,3, Th‡nh phë Hì ChÌ Minh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8353,1352,553F83D0XPvAibaEXe+lo6eJkHWaQXmbzaKicEyV,1995,1, TP. Hì ChÌ Minh, MMTT2013, MMT&TT, CQUI,8, D480102,3, Th‡nh phë Hì ChÌ Minh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8354,1352,4D3A7564XPvAibaEXe+lo6eJkHWaQXS675WWbm48,1995,1, ?ìng Th·p, KTMT2013, KTMT, CQUI,8, D520214,3, X„ M? T‚n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8355,1352,51BD86DFXPvAibaEXe+lo6eJkHWaQbDd3aiNSKaR,1995,1, ?ìng Nai, MMTT0001, MMT&TT, CQUI,8, D480102,3, Huyán XuyÍn Môc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8358,1352,C83A25DCXPvAibaEXe9X5bpEKoa0mpWrB2A9Cxkr,1995,1, ??c NÙng, KHMT0001, KHMT, CQUI,8, D480101,3, Tânh ??k NÙng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8359,1352,A2A984F7XPvAibaEXe9X5bpEKoa0mp7uV1IrtAed,1995,1, An Giang, MMTT0001, MMT&TT, CQUI,8, D480299,3, Tânh An Giang,·∫§p Vƒ©nh B√¨nh,X√£ Vƒ©nh Th·∫°nh Trung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8361,1352,91C557BBXPvAibaEXe9X5bpEKoa0mhzvi3xnxIFE,1995,1, TP. Hì ChÌ Minh, CTTT2013, HTTT, CTTT,8, D480104,3, Th‡nh phë Hì ChÌ Minh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8362,1352,0E631785XPvAibaEXe9X5bpEKoa0mgPWtTwg2Rv7,1995,1, TP. Hì ChÌ Minh, PMCL2013, CNPM, CLC,8, D480103,3, Th‡nh phë Hì ChÌ Minh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8363,1352,85FA5549XPvAibaEXe9X5bpEKoa0msFO9rQKADMb,1995,0, BÏnh D??ng, MMTT2013, MMT&TT, CQUI,8, D480102,3, Tânh BÏnh D??ng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8364,1352,5032DD33XPvAibaEXe9X5bpEKoa0mil88XvSiR4r,1995,0, Qu?ng BÏnh, TMƒêT2013, HTTT, CQUI,8, D52480104,3, Tânh Qu?ng BÏnh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8366,1352,49DAAF86XPvAibaEXe9X5bpEKoa0mvcHmZ6rxBHe,1995,0, Qu?ng Ng„i, MMTT2013, MMT&TT, CQUI,8, D480102,5, TÏnh Qu?ng Ng„i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8367,1352,9A277123XPvAibaEXe9X5bpEKoa0mmVF3uzIq5Oi,1995,1, BÏnh Thu?n, MMTT2013, MMT&TT, CQUI,8, D480102,5, Tânh BÏnh Thu?n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8368,1352,DA4648BAXPvAibaEXe8CKeIX0ksEeHU30caAK2WT,1995,1, Ti?n Giang, KTMT0001, KTMT, CQUI,8, D520214,3, Tânh B?n Tre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8369,1352,4BBC8929XPvAibaEXe8CKeIX0ksEeC2D6tQZpWFy,1995,0, An Giang, MMTT0001, MMT&TT, CQUI,8, D480102,3, Huyán Ch‚u Ph˙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8370,1352,0DF7E48FXPvAibaEXe8CKeIX0ksEeL2w5FD8Xm6m,1995,0, Kh·nh HÚa, HTTT0001, HTTT, CQUI,8, D480104,3, Huyán DiÍn Kh·nh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8374,1352,0D5F945EXPvAibaEXe8CKeIX0ksEeMKbwIdrC9sO,1995,0, Long An, CNTT2013, KTTT, CQUI,8, D480201,3, Huyán B?n L?c, t·ªânh Long An, - T·ª´ nƒÉm 1963 - 1967: L√† h·ªçc sinh tr∆∞·ªùng ti·ªÉu h·ªçc T√¢n B·ª≠u, t·ªânh Long An,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8375,1352,93A9CF9CXPvAibaEXe8CKeIX0ksEeBrXPslhxsvc,1995,1, Qu?ng Ng„i, MMTT2013, MMT&TT, CQUI,8, D480102,3, Tânh Qu?ng Ng„i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8376,1352,E4B6DF8FXPvAibaEXe8CKeIX0ksEeOVNfnmEXxAN,1995,1, Gia Lai, HTTT0001, HTTT, CQUI,8, D480104,3, Tânh Gia Lai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8377,1352,1AD297DDXPvAibaEXe8CKeIX0ksEeAeGfbwnr/en,1994,1, Thanh HÛa, KHMT0001, KHMT, CQUI,8, D480101,5, Tânh BÏnh D??ng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8378,1352,6ECC84E3XPvAibaEXe80gGmWuNekTx6pALIDxBTb,1995,1, Kh·nh Ho‡, MMTT2013, MMT&TT, CQUI,8, D480102,3, Tânh Kh·nh Ho‡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8379,1352,D3602269XPvAibaEXe80gGmWuNekT3Wj11uigulq,1995,1, ?ìng Nai, HTTT0001, HTTT, CQUI,8, D480104,8, Ph??ng Long BÏnh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8380,1352,302C659FXPvAibaEXe80gGmWuNekT9HQE57P7S6C,1995,1, Ti?n Giang, KHTN2013, KHMT, CNTN,8, D480101,3, Thã x„ GÚ CÙng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8381,1352,9060AE5FXPvAibaEXe80gGmWuNekT7ow9cjIQrPL,1995,1, ?ìng Nai, KTMT2013, KTMT, CQUI,8, D520214,3, TÏnh ?ìng Nai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8382,1352,741BAEACXPvAibaEXe80gGmWuNekT1wC4lREx8CX,1995,1, ?ìng Nai, CNTT2013, KTTT, CQUI,8, D480201,3, Th‡nh phë BiÍn HÚa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8383,1352,3509A991XPvAibaEXe80gGmWuNekT+evWuZt6lQJ,1995,1, L‚m ?ìng, CNTT0001, KTTT, CQUI,8, D480201,8, Tânh L‚m ?ìng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8384,1352,11F38B68XPvAibaEXe80gGmWuNekT2/+0d+ftnaD,1995,1, Th‡nh phë Hì ChÌ Minh, MMTT0001, MMT&TT, CQUI,8, D480102,3, Th‡nh phë Hì ChÌ Minh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8385,1352,740BF475XPvAibaEXe80gGmWuNekT0DMGoGib8Ko,1994,1, BÏnh Thu?n, KTPM0001, CNPM, CQUI,8, D480103,3, Tânh ??k L?k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8386,1352,46187904XPvAibaEXe80gGmWuNekT+rbNOzGEoBh,1995,1, An Giang, KTMT2013, KTMT, CQUI,8, D520214,5, Tânh ?ìng Th·p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8387,1352,8C0E9865XPvAibaEXe80gGmWuNekT1ErEJxTk1W6,1995,1, Qu?ng Nam, KTPM0001, CNPM, CQUI,8, D480103,5, Tânh Qu?ng Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8388,1352,CB86CEE4XPvAibaEXe83EtiN4MI2njAKlLHQPQif,1995,0, BÏnh ?ãnh, MMTT0001, MMT&TT, CQUI,8, D480299,3, Tânh BÏnh ?ãnh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8389,1352,6D3A87A7XPvAibaEXe83EtiN4MI2nuc2Ln7/pp+p,1995,1, Thanh HÛa, MMTT0001, MMT&TT, CQUI,8, D480102,3, Tânh Thanh HÛa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8390,1352,3CB24347XPvAibaEXe83EtiN4MI2ntso94rp+aT8,1995,1, Th‡nh phë Hì ChÌ Minh, KTPM0001, CNPM, CQUI,8, D480103,3, Th‡nh phë Hì ChÌ Minh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8391,1352,314A9EFDXPvAibaEXe83EtiN4MI2ntxuuYLz7OKp,1995,1, Th‡nh phë Hì ChÌ Minh, HTTT0001, HTTT, CQUI,8, D52480104,3, Th‡nh phë Hì ChÌ Minh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8392,1352,CEC75FD2XPvAibaEXe83EtiN4MI2nirXiNqj+z66,1995,1, Qu?ng Ng„i, KHMT0001, KHMT, CQUI,8, D480101,4, Tânh Qu?ng Ng„i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
